t_s,throttle,gear,wheel_angvel,rpm_norm_fixed,rpm_norm_buggy,ratio_fixed,ratio_buggy
0.000,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
0.050,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
0.100,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
0.150,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
0.200,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
0.250,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
0.300,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
0.350,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
0.400,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
0.450,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
0.500,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
0.550,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
0.600,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
0.650,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
0.700,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
0.750,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
0.800,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
0.850,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
0.900,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
0.950,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
1.000,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
1.050,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
1.100,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
1.150,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
1.200,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
1.250,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
1.300,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
1.350,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
1.400,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
1.450,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
1.500,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
1.550,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
1.600,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
1.650,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
1.700,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
1.750,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
1.800,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
1.850,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
1.900,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
1.950,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
2.000,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
2.050,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
2.100,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
2.150,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
2.200,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
2.250,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
2.300,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
2.350,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
2.400,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
2.450,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
2.500,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
2.550,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
2.600,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
2.650,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
2.700,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
2.750,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
2.800,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
2.850,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
2.900,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
2.950,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
3.000,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
3.050,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
3.100,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
3.150,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
3.200,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
3.250,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
3.300,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
3.350,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
3.400,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
3.450,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
3.500,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
3.550,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
3.600,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
3.650,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
3.700,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
3.750,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
3.800,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
3.850,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
3.900,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
3.950,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
4.000,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
4.050,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
4.100,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
4.150,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
4.200,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
4.250,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
4.300,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
4.350,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
4.400,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
4.450,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
4.500,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
4.550,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
4.600,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
4.650,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
4.700,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
4.750,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
4.800,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
4.850,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
4.900,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
4.950,0.00,1,0.0000,0.1500,0.1500,0.8145,0.8145
5.000,1.00,1,0.2083,0.1500,0.1500,0.8145,0.8145
5.050,1.00,1,0.4080,0.1500,0.1500,0.8145,0.8145
5.100,1.00,1,0.5993,0.1500,0.1500,0.8145,0.8145
5.150,1.00,1,0.7827,0.1565,0.1500,0.8173,0.8145
5.200,1.00,1,0.9584,0.1917,0.1500,0.8324,0.8145
5.250,1.00,1,1.1268,0.2254,0.1500,0.8469,0.8145
5.300,1.00,1,1.2882,0.2576,0.1500,0.8608,0.8145
5.350,1.00,1,1.4428,0.2886,0.1500,0.8741,0.8145
5.400,1.00,1,1.5911,0.3182,0.1500,0.8868,0.8145
5.450,1.00,1,1.7331,0.3466,0.1500,0.8990,0.8145
5.500,1.00,1,1.8692,0.3738,0.1500,0.9108,0.8145
5.550,1.00,1,1.9997,0.3999,0.1500,0.9220,0.8145
